capability_run_id,task_id,task_name_cn,capability_dimension,difficulty,task_weight,model_id,provider,region,started_at,completed_at,repeat_index,status_code,latency_ms,ttft_ms,response_text,function_name,task_score,passed,evaluation_evidence,evaluator_type,evaluator_confidence,input_tokens,output_tokens,total_tokens,estimated_cost,error_type,environment_id,input_hash,expected_output_version,traffic_type,data_origin,cost_origin,config_version
CAPRUN-0001462,CAP-TASK-003,基础推理,reasoning,basic,1.0,DeepSeek-V4,DeepSeek,cn-east,2026-04-25 12:00:01,2026-04-25 12:00:07.935,2,200,6935,2679,391,,100.0,True,数值答案匹配,numeric_exact,100.0,7,1,8,9.6e-06,,calibration-standard-v1,c44e85a76c4b5ba7,1.0,capability_probe,synthetic_assumption,synthetic_assumption,0.7.0
CAPRUN-0004342,CAP-TASK-003,基础推理,reasoning,basic,1.0,Minimax-M2.5,MiniMax,cn-east,2026-04-25 12:00:01,2026-04-25 12:00:01.724,2,200,724,259,391,,100.0,True,数值答案匹配,numeric_exact,100.0,7,1,8,1.92e-05,,calibration-standard-v1,c44e85a76c4b5ba7,1.0,capability_probe,synthetic_assumption,synthetic_assumption,0.7.0
CAPRUN-0007222,CAP-TASK-003,基础推理,reasoning,basic,1.0,Qwen3.6-35B-A3B,Qwen,cn-east,2026-04-25 12:00:01,2026-04-25 12:00:01.856,2,200,856,253,390,,0.0,False,数值答案不匹配,numeric_exact,100.0,7,1,8,1.28e-05,,calibration-standard-v1,c44e85a76c4b5ba7,1.0,capability_probe,synthetic_assumption,synthetic_assumption,0.7.0
CAPRUN-0002182,CAP-TASK-004,标准工具调用,tool_call,basic,1.0,DeepSeek-V4,DeepSeek,cn-east,2026-04-25 12:00:01,2026-04-25 12:00:07.973,2,200,6973,2696,,get_weather,100.0,True,工具名称匹配,tool_name,100.0,10,5,15,1.8e-05,,calibration-standard-v1,0d631558ac1fca29,1.0,capability_probe,synthetic_assumption,synthetic_assumption,0.7.0
CAPRUN-0005062,CAP-TASK-004,标准工具调用,tool_call,basic,1.0,Minimax-M2.5,MiniMax,cn-east,2026-04-25 12:00:01,2026-04-25 12:00:01.496,2,200,496,188,,get_weather,100.0,True,工具名称匹配,tool_name,100.0,10,5,15,3.6e-05,,calibration-standard-v1,0d631558ac1fca29,1.0,capability_probe,synthetic_assumption,synthetic_assumption,0.7.0
CAPRUN-0007942,CAP-TASK-004,标准工具调用,tool_call,basic,1.0,Qwen3.6-35B-A3B,Qwen,cn-east,2026-04-25 12:00:01,2026-04-25 12:00:01.845,2,200,845,223,,get_weather,100.0,True,工具名称匹配,tool_name,100.0,10,5,15,2.4e-05,,calibration-standard-v1,0d631558ac1fca29,1.0,capability_probe,synthetic_assumption,synthetic_assumption,0.7.0
CAPRUN-0000023,CAP-TASK-001,指令遵循固定输出,instruction_following,basic,1.0,DeepSeek-V4,DeepSeek,cn-east,2026-04-25 18:00:00,2026-04-25 18:00:05.122,1,200,5122,1971,CALIBRATION_OK,,100.0,True,严格文本匹配,exact_match,100.0,15,7,22,2.64e-05,,calibration-standard-v1,cea509923c9684e0,1.0,capability_probe,synthetic_assumption,synthetic_assumption,0.7.0
CAPRUN-0002903,CAP-TASK-001,指令遵循固定输出,instruction_following,basic,1.0,Minimax-M2.5,MiniMax,cn-east,2026-04-25 18:00:00,2026-04-25 18:00:00.609,1,200,609,224,CALIBRATION_OK,,100.0,True,严格文本匹配,exact_match,100.0,15,7,22,5.28e-05,,calibration-standard-v1,cea509923c9684e0,1.0,capability_probe,synthetic_assumption,synthetic_assumption,0.7.0
CAPRUN-0005783,CAP-TASK-001,指令遵循固定输出,instruction_following,basic,1.0,Qwen3.6-35B-A3B,Qwen,cn-east,2026-04-25 18:00:00,2026-04-25 18:00:00.529,1,200,529,168,CALIBRATION_OK,,100.0,True,严格文本匹配,exact_match,100.0,15,7,22,3.52e-05,,calibration-standard-v1,cea509923c9684e0,1.0,capability_probe,synthetic_assumption,synthetic_assumption,0.7.0
CAPRUN-0000743,CAP-TASK-002,结构化JSON输出,structured_output,basic,1.0,DeepSeek-V4,DeepSeek,cn-east,2026-04-25 18:00:00,2026-04-25 18:00:06.060,1,200,6060,2422,"{""status"":""ok"",""count"":2}",,100.0,True,JSON字段匹配 2/2,json_exact,100.0,18,12,30,3.6e-05,,calibration-standard-v1,e671844d1b3e28e2,1.0,capability_probe,synthetic_assumption,synthetic_assumption,0.7.0
CAPRUN-0003623,CAP-TASK-002,结构化JSON输出,structured_output,basic,1.0,Minimax-M2.5,MiniMax,cn-east,2026-04-25 18:00:00,2026-04-25 18:00:00.469,1,200,469,159,"{""status"":""ok"",""count"":2}",,100.0,True,JSON字段匹配 2/2,json_exact,100.0,18,12,30,7.2e-05,,calibration-standard-v1,e671844d1b3e28e2,1.0,capability_probe,synthetic_assumption,synthetic_assumption,0.7.0
CAPRUN-0006503,CAP-TASK-002,结构化JSON输出,structured_output,basic,1.0,Qwen3.6-35B-A3B,Qwen,cn-east,2026-04-25 18:00:00,2026-04-25 18:00:00.565,1,200,565,148,"{""status"":""ok"",""count"":2}",,100.0,True,JSON字段匹配 2/2,json_exact,100.0,18,12,30,4.8e-05,,calibration-standard-v1,e671844d1b3e28e2,1.0,capability_probe,synthetic_assumption,synthetic_assumption,0.7.0
CAPRUN-0001463,CAP-TASK-003,基础推理,reasoning,basic,1.0,DeepSeek-V4,DeepSeek,cn-east,2026-04-25 18:00:00,2026-04-25 18:00:07.119,1,200,7119,1894,391,,100.0,True,数值答案匹配,numeric_exact,100.0,7,1,8,9.6e-06,,calibration-standard-v1,c44e85a76c4b5ba7,1.0,capability_probe,synthetic_assumption,synthetic_assumption,0.7.0
CAPRUN-0004343,CAP-TASK-003,基础推理,reasoning,basic,1.0,Minimax-M2.5,MiniMax,cn-east,2026-04-25 18:00:00,2026-04-25 18:00:00.705,1,200,705,228,391,,100.0,True,数值答案匹配,numeric_exact,100.0,7,1,8,1.92e-05,,calibration-standard-v1,c44e85a76c4b5ba7,1.0,capability_probe,synthetic_assumption,synthetic_assumption,0.7.0
CAPRUN-0007223,CAP-TASK-003,基础推理,reasoning,basic,1.0,Qwen3.6-35B-A3B,Qwen,cn-east,2026-04-25 18:00:00,2026-04-25 18:00:00.632,1,200,632,196,391,,100.0,True,数值答案匹配,numeric_exact,100.0,7,1,8,1.28e-05,,calibration-standard-v1,c44e85a76c4b5ba7,1.0,capability_probe,synthetic_assumption,synthetic_assumption,0.7.0
CAPRUN-0002183,CAP-TASK-004,标准工具调用,tool_call,basic,1.0,DeepSeek-V4,DeepSeek,cn-east,2026-04-25 18:00:00,2026-04-25 18:00:07.368,1,200,7368,2308,,get_weather,100.0,True,工具名称匹配,tool_name,100.0,10,5,15,1.8e-05,,calibration-standard-v1,0d631558ac1fca29,1.0,capability_probe,synthetic_assumption,synthetic_assumption,0.7.0
CAPRUN-0005063,CAP-TASK-004,标准工具调用,tool_call,basic,1.0,Minimax-M2.5,MiniMax,cn-east,2026-04-25 18:00:00,2026-04-25 18:00:00.817,1,200,817,292,,get_weather,100.0,True,工具名称匹配,tool_name,100.0,10,5,15,3.6e-05,,calibration-standard-v1,0d631558ac1fca29,1.0,capability_probe,synthetic_assumption,synthetic_assumption,0.7.0
CAPRUN-0007943,CAP-TASK-004,标准工具调用,tool_call,basic,1.0,Qwen3.6-35B-A3B,Qwen,cn-east,2026-04-25 18:00:00,2026-04-25 18:00:00.554,1,200,554,178,,get_weather,100.0,True,工具名称匹配,tool_name,100.0,10,5,15,2.4e-05,,calibration-standard-v1,0d631558ac1fca29,1.0,capability_probe,synthetic_assumption,synthetic_assumption,0.7.0
CAPRUN-0000024,CAP-TASK-001,指令遵循固定输出,instruction_following,basic,1.0,DeepSeek-V4,DeepSeek,cn-east,2026-04-25 18:00:01,2026-04-25 18:00:06.260,2,200,5260,1644,CALIBRATION_OK,,100.0,True,严格文本匹配,exact_match,100.0,15,7,22,2.64e-05,,calibration-standard-v1,cea509923c9684e0,1.0,capability_probe,synthetic_assumption,synthetic_assumption,0.7.0
CAPRUN-0002904,CAP-TASK-001,指令遵循固定输出,instruction_following,basic,1.0,Minimax-M2.5,MiniMax,cn-east,2026-04-25 18:00:01,2026-04-25 18:00:01.748,2,200,748,204,CALIBRATION_OK,,100.0,True,严格文本匹配,exact_match,100.0,15,7,22,5.28e-05,,calibration-standard-v1,cea509923c9684e0,1.0,capability_probe,synthetic_assumption,synthetic_assumption,0.7.0
CAPRUN-0005784,CAP-TASK-001,指令遵循固定输出,instruction_following,basic,1.0,Qwen3.6-35B-A3B,Qwen,cn-east,2026-04-25 18:00:01,2026-04-25 18:00:01.634,2,200,634,181,CALIBRATION_OK,,100.0,True,严格文本匹配,exact_match,100.0,15,7,22,3.52e-05,,calibration-standard-v1,cea509923c9684e0,1.0,capability_probe,synthetic_assumption,synthetic_assumption,0.7.0
CAPRUN-0000744,CAP-TASK-002,结构化JSON输出,structured_output,basic,1.0,DeepSeek-V4,DeepSeek,cn-east,2026-04-25 18:00:01,2026-04-25 18:00:06.884,2,200,5884,1989,"{""status"":""ok"",""count"":2}",,100.0,True,JSON字段匹配 2/2,json_exact,100.0,18,12,30,3.6e-05,,calibration-standard-v1,e671844d1b3e28e2,1.0,capability_probe,synthetic_assumption,synthetic_assumption,0.7.0
CAPRUN-0003624,CAP-TASK-002,结构化JSON输出,structured_output,basic,1.0,Minimax-M2.5,MiniMax,cn-east,2026-04-25 18:00:01,2026-04-25 18:00:01.476,2,200,476,173,"{""status"":""wrong""}",,0.0,False,JSON字段匹配 0/2,json_exact,100.0,18,9,27,6.48e-05,,calibration-standard-v1,e671844d1b3e28e2,1.0,capability_probe,synthetic_assumption,synthetic_assumption,0.7.0
CAPRUN-0006504,CAP-TASK-002,结构化JSON输出,structured_output,basic,1.0,Qwen3.6-35B-A3B,Qwen,cn-east,2026-04-25 18:00:01,2026-04-25 18:00:01.740,2,200,740,290,"{""status"":""ok"",""count"":2}",,100.0,True,JSON字段匹配 2/2,json_exact,100.0,18,12,30,4.8e-05,,calibration-standard-v1,e671844d1b3e28e2,1.0,capability_probe,synthetic_assumption,synthetic_assumption,0.7.0
CAPRUN-0001464,CAP-TASK-003,基础推理,reasoning,basic,1.0,DeepSeek-V4,DeepSeek,cn-east,2026-04-25 18:00:01,2026-04-25 18:00:08.073,2,200,7073,2216,391,,100.0,True,数值答案匹配,numeric_exact,100.0,7,1,8,9.6e-06,,calibration-standard-v1,c44e85a76c4b5ba7,1.0,capability_probe,synthetic_assumption,synthetic_assumption,0.7.0
CAPRUN-0004344,CAP-TASK-003,基础推理,reasoning,basic,1.0,Minimax-M2.5,MiniMax,cn-east,2026-04-25 18:00:01,2026-04-25 18:00:01.737,2,200,737,223,391,,100.0,True,数值答案匹配,numeric_exact,100.0,7,1,8,1.92e-05,,calibration-standard-v1,c44e85a76c4b5ba7,1.0,capability_probe,synthetic_assumption,synthetic_assumption,0.7.0
CAPRUN-0007224,CAP-TASK-003,基础推理,reasoning,basic,1.0,Qwen3.6-35B-A3B,Qwen,cn-east,2026-04-25 18:00:01,2026-04-25 18:00:01.848,2,200,848,319,391,,100.0,True,数值答案匹配,numeric_exact,100.0,7,1,8,1.28e-05,,calibration-standard-v1,c44e85a76c4b5ba7,1.0,capability_probe,synthetic_assumption,synthetic_assumption,0.7.0
CAPRUN-0002184,CAP-TASK-004,标准工具调用,tool_call,basic,1.0,DeepSeek-V4,DeepSeek,cn-east,2026-04-25 18:00:01,2026-04-25 18:00:08.369,2,200,7369,2258,,unknown_tool,0.0,False,工具名称不匹配,tool_name,100.0,10,6,16,1.92e-05,,calibration-standard-v1,0d631558ac1fca29,1.0,capability_probe,synthetic_assumption,synthetic_assumption,0.7.0
CAPRUN-0005064,CAP-TASK-004,标准工具调用,tool_call,basic,1.0,Minimax-M2.5,MiniMax,cn-east,2026-04-25 18:00:01,2026-04-25 18:00:01.721,2,200,721,207,,get_weather,100.0,True,工具名称匹配,tool_name,100.0,10,5,15,3.6e-05,,calibration-standard-v1,0d631558ac1fca29,1.0,capability_probe,synthetic_assumption,synthetic_assumption,0.7.0
CAPRUN-0007944,CAP-TASK-004,标准工具调用,tool_call,basic,1.0,Qwen3.6-35B-A3B,Qwen,cn-east,2026-04-25 18:00:01,2026-04-25 18:00:01.703,2,200,703,220,,get_weather,100.0,True,工具名称匹配,tool_name,100.0,10,5,15,2.4e-05,,calibration-standard-v1,0d631558ac1fca29,1.0,capability_probe,synthetic_assumption,synthetic_assumption,0.7.0
CAPRUN-0000025,CAP-TASK-001,指令遵循固定输出,instruction_following,basic,1.0,DeepSeek-V4,DeepSeek,cn-east,2026-04-26 00:00:00,2026-04-26 00:00:05.184,1,200,5184,1563,CALIBRATION_OK,,100.0,True,严格文本匹配,exact_match,100.0,15,7,22,2.64e-05,,calibration-standard-v1,cea509923c9684e0,1.0,capability_probe,synthetic_assumption,synthetic_assumption,0.7.0
CAPRUN-0002905,CAP-TASK-001,指令遵循固定输出,instruction_following,basic,1.0,Minimax-M2.5,MiniMax,cn-east,2026-04-26 00:00:00,2026-04-26 00:00:00.445,1,200,445,167,CALIBRATION_OK,,100.0,True,严格文本匹配,exact_match,100.0,15,7,22,5.28e-05,,calibration-standard-v1,cea509923c9684e0,1.0,capability_probe,synthetic_assumption,synthetic_assumption,0.7.0
CAPRUN-0005785,CAP-TASK-001,指令遵循固定输出,instruction_following,basic,1.0,Qwen3.6-35B-A3B,Qwen,cn-east,2026-04-26 00:00:00,2026-04-26 00:00:00.504,1,200,504,192,CALIBRATION_OK,,100.0,True,严格文本匹配,exact_match,100.0,15,7,22,3.52e-05,,calibration-standard-v1,cea509923c9684e0,1.0,capability_probe,synthetic_assumption,synthetic_assumption,0.7.0
CAPRUN-0000745,CAP-TASK-002,结构化JSON输出,structured_output,basic,1.0,DeepSeek-V4,DeepSeek,cn-east,2026-04-26 00:00:00,2026-04-26 00:00:05.923,1,200,5923,2121,"{""status"":""ok"",""count"":2}",,100.0,True,JSON字段匹配 2/2,json_exact,100.0,18,12,30,3.6e-05,,calibration-standard-v1,e671844d1b3e28e2,1.0,capability_probe,synthetic_assumption,synthetic_assumption,0.7.0
CAPRUN-0003625,CAP-TASK-002,结构化JSON输出,structured_output,basic,1.0,Minimax-M2.5,MiniMax,cn-east,2026-04-26 00:00:00,2026-04-26 00:00:00.669,1,200,669,197,"{""status"":""ok"",""count"":2}",,100.0,True,JSON字段匹配 2/2,json_exact,100.0,18,12,30,7.2e-05,,calibration-standard-v1,e671844d1b3e28e2,1.0,capability_probe,synthetic_assumption,synthetic_assumption,0.7.0
CAPRUN-0006505,CAP-TASK-002,结构化JSON输出,structured_output,basic,1.0,Qwen3.6-35B-A3B,Qwen,cn-east,2026-04-26 00:00:00,2026-04-26 00:00:00.742,1,200,742,295,"{""status"":""ok"",""count"":2}",,100.0,True,JSON字段匹配 2/2,json_exact,100.0,18,12,30,4.8e-05,,calibration-standard-v1,e671844d1b3e28e2,1.0,capability_probe,synthetic_assumption,synthetic_assumption,0.7.0
CAPRUN-0001465,CAP-TASK-003,基础推理,reasoning,basic,1.0,DeepSeek-V4,DeepSeek,cn-east,2026-04-26 00:00:00,2026-04-26 00:00:07.030,1,200,7030,2414,391,,100.0,True,数值答案匹配,numeric_exact,100.0,7,1,8,9.6e-06,,calibration-standard-v1,c44e85a76c4b5ba7,1.0,capability_probe,synthetic_assumption,synthetic_assumption,0.7.0
CAPRUN-0004345,CAP-TASK-003,基础推理,reasoning,basic,1.0,Minimax-M2.5,MiniMax,cn-east,2026-04-26 00:00:00,2026-04-26 00:00:00.608,1,200,608,211,391,,100.0,True,数值答案匹配,numeric_exact,100.0,7,1,8,1.92e-05,,calibration-standard-v1,c44e85a76c4b5ba7,1.0,capability_probe,synthetic_assumption,synthetic_assumption,0.7.0
CAPRUN-0007225,CAP-TASK-003,基础推理,reasoning,basic,1.0,Qwen3.6-35B-A3B,Qwen,cn-east,2026-04-26 00:00:00,2026-04-26 00:00:00.686,1,200,686,223,391,,100.0,True,数值答案匹配,numeric_exact,100.0,7,1,8,1.28e-05,,calibration-standard-v1,c44e85a76c4b5ba7,1.0,capability_probe,synthetic_assumption,synthetic_assumption,0.7.0
CAPRUN-0002185,CAP-TASK-004,标准工具调用,tool_call,basic,1.0,DeepSeek-V4,DeepSeek,cn-east,2026-04-26 00:00:00,2026-04-26 00:00:07.044,1,200,7044,2292,,get_weather,100.0,True,工具名称匹配,tool_name,100.0,10,5,15,1.8e-05,,calibration-standard-v1,0d631558ac1fca29,1.0,capability_probe,synthetic_assumption,synthetic_assumption,0.7.0
CAPRUN-0005065,CAP-TASK-004,标准工具调用,tool_call,basic,1.0,Minimax-M2.5,MiniMax,cn-east,2026-04-26 00:00:00,2026-04-26 00:00:00.610,1,200,610,240,,get_weather,100.0,True,工具名称匹配,tool_name,100.0,10,5,15,3.6e-05,,calibration-standard-v1,0d631558ac1fca29,1.0,capability_probe,synthetic_assumption,synthetic_assumption,0.7.0
CAPRUN-0007945,CAP-TASK-004,标准工具调用,tool_call,basic,1.0,Qwen3.6-35B-A3B,Qwen,cn-east,2026-04-26 00:00:00,2026-04-26 00:00:01.027,1,200,1027,310,,get_weather,100.0,True,工具名称匹配,tool_name,100.0,10,5,15,2.4e-05,,calibration-standard-v1,0d631558ac1fca29,1.0,capability_probe,synthetic_assumption,synthetic_assumption,0.7.0
CAPRUN-0000026,CAP-TASK-001,指令遵循固定输出,instruction_following,basic,1.0,DeepSeek-V4,DeepSeek,cn-east,2026-04-26 00:00:01,2026-04-26 00:00:06.425,2,200,5425,1601,CALIBRATION_OK,,100.0,True,严格文本匹配,exact_match,100.0,15,7,22,2.64e-05,,calibration-standard-v1,cea509923c9684e0,1.0,capability_probe,synthetic_assumption,synthetic_assumption,0.7.0
CAPRUN-0002906,CAP-TASK-001,指令遵循固定输出,instruction_following,basic,1.0,Minimax-M2.5,MiniMax,cn-east,2026-04-26 00:00:01,2026-04-26 00:00:01.504,2,200,504,186,CALIBRATION_OK,,100.0,True,严格文本匹配,exact_match,100.0,15,7,22,5.28e-05,,calibration-standard-v1,cea509923c9684e0,1.0,capability_probe,synthetic_assumption,synthetic_assumption,0.7.0
CAPRUN-0005786,CAP-TASK-001,指令遵循固定输出,instruction_following,basic,1.0,Qwen3.6-35B-A3B,Qwen,cn-east,2026-04-26 00:00:01,2026-04-26 00:00:01.545,2,200,545,193,CALIBRATION_OK,,100.0,True,严格文本匹配,exact_match,100.0,15,7,22,3.52e-05,,calibration-standard-v1,cea509923c9684e0,1.0,capability_probe,synthetic_assumption,synthetic_assumption,0.7.0
CAPRUN-0000746,CAP-TASK-002,结构化JSON输出,structured_output,basic,1.0,DeepSeek-V4,DeepSeek,cn-east,2026-04-26 00:00:01,2026-04-26 00:00:06.927,2,200,5927,1910,"{""status"":""ok"",""count"":2}",,100.0,True,JSON字段匹配 2/2,json_exact,100.0,18,12,30,3.6e-05,,calibration-standard-v1,e671844d1b3e28e2,1.0,capability_probe,synthetic_assumption,synthetic_assumption,0.7.0
CAPRUN-0003626,CAP-TASK-002,结构化JSON输出,structured_output,basic,1.0,Minimax-M2.5,MiniMax,cn-east,2026-04-26 00:00:01,2026-04-26 00:00:01.680,2,200,680,266,"{""status"":""ok"",""count"":2}",,100.0,True,JSON字段匹配 2/2,json_exact,100.0,18,12,30,7.2e-05,,calibration-standard-v1,e671844d1b3e28e2,1.0,capability_probe,synthetic_assumption,synthetic_assumption,0.7.0
CAPRUN-0006506,CAP-TASK-002,结构化JSON输出,structured_output,basic,1.0,Qwen3.6-35B-A3B,Qwen,cn-east,2026-04-26 00:00:01,2026-04-26 00:00:01.467,2,200,467,179,"{""status"":""ok"",""count"":2}",,100.0,True,JSON字段匹配 2/2,json_exact,100.0,18,12,30,4.8e-05,,calibration-standard-v1,e671844d1b3e28e2,1.0,capability_probe,synthetic_assumption,synthetic_assumption,0.7.0
CAPRUN-0001466,CAP-TASK-003,基础推理,reasoning,basic,1.0,DeepSeek-V4,DeepSeek,cn-east,2026-04-26 00:00:01,2026-04-26 00:00:08.151,2,200,7151,1937,391,,100.0,True,数值答案匹配,numeric_exact,100.0,7,1,8,9.6e-06,,calibration-standard-v1,c44e85a76c4b5ba7,1.0,capability_probe,synthetic_assumption,synthetic_assumption,0.7.0
CAPRUN-0004346,CAP-TASK-003,基础推理,reasoning,basic,1.0,Minimax-M2.5,MiniMax,cn-east,2026-04-26 00:00:01,2026-04-26 00:00:01.675,2,200,675,194,391,,100.0,True,数值答案匹配,numeric_exact,100.0,7,1,8,1.92e-05,,calibration-standard-v1,c44e85a76c4b5ba7,1.0,capability_probe,synthetic_assumption,synthetic_assumption,0.7.0
CAPRUN-0007226,CAP-TASK-003,基础推理,reasoning,basic,1.0,Qwen3.6-35B-A3B,Qwen,cn-east,2026-04-26 00:00:01,2026-04-26 00:00:01.972,2,200,972,321,391,,100.0,True,数值答案匹配,numeric_exact,100.0,7,1,8,1.28e-05,,calibration-standard-v1,c44e85a76c4b5ba7,1.0,capability_probe,synthetic_assumption,synthetic_assumption,0.7.0
CAPRUN-0002186,CAP-TASK-004,标准工具调用,tool_call,basic,1.0,DeepSeek-V4,DeepSeek,cn-east,2026-04-26 00:00:01,2026-04-26 00:00:08.108,2,200,7108,2819,,get_weather,100.0,True,工具名称匹配,tool_name,100.0,10,5,15,1.8e-05,,calibration-standard-v1,0d631558ac1fca29,1.0,capability_probe,synthetic_assumption,synthetic_assumption,0.7.0
CAPRUN-0005066,CAP-TASK-004,标准工具调用,tool_call,basic,1.0,Minimax-M2.5,MiniMax,cn-east,2026-04-26 00:00:01,2026-04-26 00:00:01.598,2,200,598,202,,get_weather,100.0,True,工具名称匹配,tool_name,100.0,10,5,15,3.6e-05,,calibration-standard-v1,0d631558ac1fca29,1.0,capability_probe,synthetic_assumption,synthetic_assumption,0.7.0
CAPRUN-0007946,CAP-TASK-004,标准工具调用,tool_call,basic,1.0,Qwen3.6-35B-A3B,Qwen,cn-east,2026-04-26 00:00:01,2026-04-26 00:00:01.702,2,200,702,238,,get_weather,100.0,True,工具名称匹配,tool_name,100.0,10,5,15,2.4e-05,,calibration-standard-v1,0d631558ac1fca29,1.0,capability_probe,synthetic_assumption,synthetic_assumption,0.7.0
CAPRUN-0000027,CAP-TASK-001,指令遵循固定输出,instruction_following,basic,1.0,DeepSeek-V4,DeepSeek,cn-east,2026-04-26 06:00:00,2026-04-26 06:00:05.052,1,200,5052,1802,CALIBRATION_OK,,100.0,True,严格文本匹配,exact_match,100.0,15,7,22,2.64e-05,,calibration-standard-v1,cea509923c9684e0,1.0,capability_probe,synthetic_assumption,synthetic_assumption,0.7.0
CAPRUN-0002907,CAP-TASK-001,指令遵循固定输出,instruction_following,basic,1.0,Minimax-M2.5,MiniMax,cn-east,2026-04-26 06:00:00,2026-04-26 06:00:00.621,1,200,621,204,CALIBRATION_FAIL,,0.0,False,响应与期望文本不一致,exact_match,100.0,15,8,23,5.52e-05,,calibration-standard-v1,cea509923c9684e0,1.0,capability_probe,synthetic_assumption,synthetic_assumption,0.7.0
CAPRUN-0005787,CAP-TASK-001,指令遵循固定输出,instruction_following,basic,1.0,Qwen3.6-35B-A3B,Qwen,cn-east,2026-04-26 06:00:00,2026-04-26 06:00:00.373,1,200,373,122,CALIBRATION_OK,,100.0,True,严格文本匹配,exact_match,100.0,15,7,22,3.52e-05,,calibration-standard-v1,cea509923c9684e0,1.0,capability_probe,synthetic_assumption,synthetic_assumption,0.7.0
CAPRUN-0000747,CAP-TASK-002,结构化JSON输出,structured_output,basic,1.0,DeepSeek-V4,DeepSeek,cn-east,2026-04-26 06:00:00,2026-04-26 06:00:05.981,1,200,5981,1670,"{""status"":""ok"",""count"":2}",,100.0,True,JSON字段匹配 2/2,json_exact,100.0,18,12,30,3.6e-05,,calibration-standard-v1,e671844d1b3e28e2,1.0,capability_probe,synthetic_assumption,synthetic_assumption,0.7.0
CAPRUN-0003627,CAP-TASK-002,结构化JSON输出,structured_output,basic,1.0,Minimax-M2.5,MiniMax,cn-east,2026-04-26 06:00:00,2026-04-26 06:00:00.490,1,200,490,160,"{""status"":""ok"",""count"":2}",,100.0,True,JSON字段匹配 2/2,json_exact,100.0,18,12,30,7.2e-05,,calibration-standard-v1,e671844d1b3e28e2,1.0,capability_probe,synthetic_assumption,synthetic_assumption,0.7.0
CAPRUN-0006507,CAP-TASK-002,结构化JSON输出,structured_output,basic,1.0,Qwen3.6-35B-A3B,Qwen,cn-east,2026-04-26 06:00:00,2026-04-26 06:00:00.380,1,200,380,142,"{""status"":""ok"",""count"":2}",,100.0,True,JSON字段匹配 2/2,json_exact,100.0,18,12,30,4.8e-05,,calibration-standard-v1,e671844d1b3e28e2,1.0,capability_probe,synthetic_assumption,synthetic_assumption,0.7.0
CAPRUN-0001467,CAP-TASK-003,基础推理,reasoning,basic,1.0,DeepSeek-V4,DeepSeek,cn-east,2026-04-26 06:00:00,2026-04-26 06:00:06.860,1,200,6860,1806,391,,100.0,True,数值答案匹配,numeric_exact,100.0,7,1,8,9.6e-06,,calibration-standard-v1,c44e85a76c4b5ba7,1.0,capability_probe,synthetic_assumption,synthetic_assumption,0.7.0
CAPRUN-0004347,CAP-TASK-003,基础推理,reasoning,basic,1.0,Minimax-M2.5,MiniMax,cn-east,2026-04-26 06:00:00,2026-04-26 06:00:00.611,1,200,611,206,391,,100.0,True,数值答案匹配,numeric_exact,100.0,7,1,8,1.92e-05,,calibration-standard-v1,c44e85a76c4b5ba7,1.0,capability_probe,synthetic_assumption,synthetic_assumption,0.7.0
CAPRUN-0007227,CAP-TASK-003,基础推理,reasoning,basic,1.0,Qwen3.6-35B-A3B,Qwen,cn-east,2026-04-26 06:00:00,2026-04-26 06:00:00.718,1,200,718,194,391,,100.0,True,数值答案匹配,numeric_exact,100.0,7,1,8,1.28e-05,,calibration-standard-v1,c44e85a76c4b5ba7,1.0,capability_probe,synthetic_assumption,synthetic_assumption,0.7.0
CAPRUN-0002187,CAP-TASK-004,标准工具调用,tool_call,basic,1.0,DeepSeek-V4,DeepSeek,cn-east,2026-04-26 06:00:00,2026-04-26 06:00:07.317,1,200,7317,2538,,get_weather,100.0,True,工具名称匹配,tool_name,100.0,10,5,15,1.8e-05,,calibration-standard-v1,0d631558ac1fca29,1.0,capability_probe,synthetic_assumption,synthetic_assumption,0.7.0
CAPRUN-0005067,CAP-TASK-004,标准工具调用,tool_call,basic,1.0,Minimax-M2.5,MiniMax,cn-east,2026-04-26 06:00:00,2026-04-26 06:00:00.715,1,200,715,277,,get_weather,100.0,True,工具名称匹配,tool_name,100.0,10,5,15,3.6e-05,,calibration-standard-v1,0d631558ac1fca29,1.0,capability_probe,synthetic_assumption,synthetic_assumption,0.7.0
CAPRUN-0007947,CAP-TASK-004,标准工具调用,tool_call,basic,1.0,Qwen3.6-35B-A3B,Qwen,cn-east,2026-04-26 06:00:00,2026-04-26 06:00:00.837,1,200,837,329,,unknown_tool,0.0,False,工具名称不匹配,tool_name,100.0,10,6,16,2.56e-05,,calibration-standard-v1,0d631558ac1fca29,1.0,capability_probe,synthetic_assumption,synthetic_assumption,0.7.0
CAPRUN-0000028,CAP-TASK-001,指令遵循固定输出,instruction_following,basic,1.0,DeepSeek-V4,DeepSeek,cn-east,2026-04-26 06:00:01,2026-04-26 06:00:06.010,2,200,5010,1767,CALIBRATION_OK,,100.0,True,严格文本匹配,exact_match,100.0,15,7,22,2.64e-05,,calibration-standard-v1,cea509923c9684e0,1.0,capability_probe,synthetic_assumption,synthetic_assumption,0.7.0
